,chart,title,rank,album,artist,genre,publisher,agency,date
13,20190401,2002,14,Speak Your Mind (Deluxe),Anne-Marie,팝 / POP,워너뮤직,Atlantic Records UK,2018.08.03
14,20190401,진심이 담긴 노래 (True Song),15,진심이 담긴 노래 (True Song),케이시 (Kassy),발라드 / 가요,카카오엔터테인먼트,넥스타 엔터테인먼트,2019.03.28
15,20190401,고고베베 (gogobebe),16,White Wind,마마무(Mamamoo),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2019.03.14
16,20190401,봄 (Feat. 산다라박),17,Spring,박봄 (Park Bom),R&B/소울 / 가요,㈜다날엔터테인먼트,디네이션,2019.03.13
17,20190401,"모든 날, 모든 순간 (Every day, Every Moment)",18,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마),폴킴,드라마 / OST,Dreamus,SM ENTERTAINMENT,2018.03.20
18,20190401,비올레타,19,HEART*IZ,IZ*ONE (아이즈원),댄스 / 가요,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, OFF THE RECORD Entertainment",2019.04.01
19,20190401,벌써 12시,20,벌써 12시,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2019.01.02
20,20190401,술이 달다 (Feat. Crush),21,sleepless in __________,에픽하이 (EPIK HIGH),랩/힙합 / 가요,카카오엔터테인먼트,OURS Co.,2019.03.11
21,20190401,넘쳐흘러,22,Circular,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02
22,20190401,Mermaid,23,사춘기집 I 꽃기운,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2019.04.02
23,20190401,너를 만나,24,너를 만나,폴킴,발라드 / 가요,카카오엔터테인먼트,뉴런뮤직,2018.10.29
24,20190401,이 노래가 클럽에서 나온다면,25,이 노래가 클럽에서 나온다면,우디 (Woody),인디 / 가요,지니뮤직,인디안레이블,2019.01.23
25,20190401,멍청이 (twit),26,멍청이 (twit),화사 (Hwa Sa),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2019.02.13
26,20190401,소우주 (Mikrokosmos),27,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
27,20190401,사계 (하루살이),28,Circular,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02
28,20190401,뜨거운 여름밤은 가고 남은 건 볼품없지만,29,MONKEY HOTEL,잔나비,발라드 / 가요,카카오엔터테인먼트,페포니 뮤직,2016.08.04
29,20190401,나들이 갈까,30,사춘기집 I 꽃기운,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2019.04.02
30,20190401,사랑에 연습이 있었다면 (Prod. by 2soo),31,사랑에 연습이 있었다면,임재현,발라드 / 가요,카카오엔터테인먼트,"엔에스씨컴퍼니, 디원미디어",2018.09.25
31,20190401,신용재,32,신용재,하은 (포맨),발라드 / 가요,지니뮤직,인디안레이블,2018.11.06
32,20190401,SHE'S FINE,33,She's Fine,헤이즈 (Heize),R&B/소울 / 가요,지니뮤직,"Stone Music Entertainment, 스튜디오 블루",2019.03.19
33,20190401,너도 그냥 날 놓아주면 돼,34,너도 그냥 날 놓아주면 돼,윤건,발라드 / 가요,지니뮤직,센토엔터테인먼트,2018.11.29
34,20190401,Make It Right,35,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
35,20190401,FANCY,36,FANCY YOU,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.04.22
36,20190401,Way Back Home,37,Take,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2018.06.27
37,20190401,띵 (Prod. by 기리보이),38,Dingo X Indigo Music,Jvcki Wai & 양홍원 & Osshun Gum & 한요한,랩/힙합 / 가요,카카오엔터테인먼트,"인디고뮤직, 딩고뮤직",2019.01.13
38,20190401,180도,39,180˚,벤,발라드 / 가요,지니뮤직,메이저나인,2018.12.07
39,20190401,내 생에 아름다운,40,뷰티 인사이드 OST Part.4 (JTBC 월화드라마),케이윌 (K.Will),드라마 / OST,뮤직앤뉴,"뮤직앤뉴, 스튜디오앤뉴",2018.10.23
40,20190401,Seattle Alone,41,사춘기집 I 꽃기운,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2019.04.02
41,20190401,"thank u, next",42,"thank u, next",Ariana Grande,팝 / POP,Universal Music,Republic Records a division of UMG Recordings Inc,2018.11.04
42,20190401,여자친구,43,여자친구,하은요셉,인디 / 가요,지니뮤직,"인디안레이블, 메이저나인",2019.03.07
43,20190401,그러나,44,4.3,10CM,인디 / 가요,포크라노스,매직스트로베리사운드,2019.03.07
44,20190401,SOLO,45,SOLO,제니 (JENNIE),랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.11.12
45,20190401,눈 (Prod. by 기리보이),46,고등래퍼 3 팀대항전 Part 1,Various Artists,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2019.03.16
46,20190401,신청곡 (Feat. SUGA of BTS),47,신청곡,이소라,발라드 / 가요,NHN벅스,에르타알레,2019.01.22
47,20190401,YES or YES,48,YES or YES,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2018.11.05
48,20190401,7 rings,49,7 rings,Ariana Grande,팝 / POP,Universal Music,Republic Records a division of UMG Recordings Inc,2019.01.18
49,20190401,비,50,비,폴킴,R&B/소울 / 가요,카카오엔터테인먼트,뉴런뮤직,2016.06.21
50,20190401,HOME,51,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
51,20190401,All Falls Down (Feat. Juliander),52,Different World,Alan Walker,일렉트로니카 / POP,Sony Music,MER Recordings,2018.12.14
52,20190401,삐삐,53,삐삐,아이유 (IU),R&B/소울 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2018.10.10
53,20190401,봄날,54,YOU NEVER WALK ALONE,방탄소년단,댄스 / 가요,YG PLUS,BIGHIT MUSIC,2017.02.13
54,20190401,고백,55,고백,양다일,발라드 / 가요,카카오엔터테인먼트,브랜뉴뮤직 (Brand New Music),2018.10.15
55,20190401,호불호 (Feat. 기리보이) (Prod. by GRAY),56,호불호,우원재 (Woo),랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",AOMG,2019.03.11
56,20190401,이별하러 가는 길,57,이별하러 가는 길,임한별,발라드 / 가요,카카오엔터테인먼트,모스트웍스,2018.09.13
57,20190401,여행,58,Red Diary Page.2,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2018.05.24
58,20190401,지나오다,59,About You,닐로 (Nilo),발라드 / 가요,주식회사 루미넌트엔터테인먼트,닐로 컴퍼니,2017.10.31
59,20190401,Dionysus,60,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
60,20190401,사랑해서 그래,61,강민경 1집,강민경 (다비치),발라드 / 가요,지니뮤직,Stone Music Entertainment,2019.02.27
61,20190401,열애중,62,RECIPE,벤,발라드 / 가요,지니뮤직,메이저나인,2018.05.08
62,20190401,IDOL,63,LOVE YOURSELF 結 'Answer',방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2018.08.24
63,20190401,벚꽃 엔딩,64,버스커 버스커 1집,버스커 버스커 (Busker Busker),락 / 가요,지니뮤직,Stone Music Entertainment,2012.03.29
64,20190401,Paris In The Rain,65,I met you when I was 18. (the playlist),Lauv,팝 / POP,NHN벅스,뮤직테이블,2018.10.08
65,20190401,Jamais Vu,66,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
66,20190401,Blue,67,사계 (Four Seasons),태연 (TAEYEON),발라드 / 가요,Dreamus,SM ENTERTAINMENT,2019.03.24
67,20190401,Don't Know What To Do,68,KILL THIS LOVE,BLACKPINK,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2019.04.05
68,20190401,초록빛,69,초록빛,폴킴,발라드 / 가요,카카오엔터테인먼트,뉴런뮤직,2019.01.17
69,20190401,아낙네,70,XX,MINO (송민호),랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.11.26
70,20190401,일산으로,71,장범준 3집,장범준,락 / 가요,카카오엔터테인먼트,㈜버스커버스커,2019.03.21
71,20190401,가을 타나 봐,72,가을 타나 봐,바이브,발라드 / 가요,지니뮤직,메이저나인,2018.09.18
72,20190401,있어줄래,73,있어줄래,길구봉구,발라드 / 가요,지니뮤직,(주)뮤직웍스,2019.04.08
73,20190401,밤편지,74,밤편지,아이유 (IU),발라드 / 가요,카카오엔터테인먼트,"카카오엔터테인먼트, ㈜페이브엔터테인먼트",2017.03.24
74,20190401,미안해,75,inside,양다일,R&B/소울 / 가요,카카오엔터테인먼트,브랜뉴뮤직 (Brand New Music),2017.12.29
75,20190401,Shape Of You,76,÷ (Deluxe),Ed Sheeran,팝 / POP,워너뮤직,Atlantic Records UK,2017.03.03
76,20190401,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,77,봉춤을 추네,잔나비,인디 / 가요,카카오엔터테인먼트,페포니 뮤직,2014.08.28
77,20190401,야간비행 (魔女の花),78,Our love is great,백예린 (Yerin Baek),R&B/소울 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.03.18
78,20190401,너는 어땠을까,79,별,노을,발라드 / 가요,카카오엔터테인먼트,씨제스 엔터테인먼트 (C-JeS Entertainment),2018.11.05
79,20190401,길 (Song by 아이유 & 헨리 & 조현아 & 양다일),80,THEN & NOW,지오디 (god),댄스 / 가요,카카오엔터테인먼트,"㈜아이에이치큐 (iHQ), god",2019.01.10
80,20190401,흔한 이별,81,흔한 이별,허각,발라드 / 가요,카카오엔터테인먼트,플랜에이 엔터테인먼트,2018.11.28
81,20190401,그날처럼,82,그날처럼,장덕철,발라드 / 가요,카카오엔터테인먼트,리메즈,2017.11.28
82,20190401,선물,83,Moonlight,멜로망스 (MeloMance),인디 / 가요,카카오엔터테인먼트,"민트페이퍼, 광합성",2017.07.10
83,20190401,She (Hidden Track No.V 1월 선정곡),84,She (Hidden Track No.V 1월 선정곡),잔나비,인디 / 가요,카카오엔터테인먼트,페포니 뮤직,2017.09.09
84,20190401,취하고 싶다 (Prod. by 전태익),85,취하고 싶다,황인욱,발라드 / 가요,NHN벅스,678 MUSIC,2017.07.28
85,20190401,The Ocean (Feat. Shy Martin),86,The Ocean,Mike Perry,일렉트로니카 / POP,Sony Music,DF Records,2016.04.15
86,20190401,Senorita,87,I made,(여자)아이들,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2019.02.26
87,20190401,잘 지내요,88,라이프 OST Part. 6 (JTBC 월화드라마),정승환,드라마 / OST,(주)래드컴,제이에스뮤직,2018.09.11
88,20190401,GO HIGH (Feat. 우원재 & 창모 (CHANGMO) & The Quiett) (Prod. by CODE KUNST),89,고등래퍼 3 Final,Various Artists,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2019.04.13
89,20190401,하루도 그대를 사랑하지 않은 적이 없었다,90,하루도 그대를 사랑하지 않은 적이 없었다,임창정,발라드 / 가요,㈜인터파크,nhemg (㈜앤에이취이엠쥐),2018.09.19
90,20190401,MILLIONS,91,MILLIONS,WINNER,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.12.19
91,20190401,Good Day (Feat. 팔로알토) (Prod. by 코드 쿤스트),92,쇼미더머니 777 Episode 1,Various Artists,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2018.10.06
92,20190401,뚜두뚜두 (DDU-DU DDU-DU),93,SQUARE UP,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.06.15
93,20190401,그모습 그대로,94,장범준 3집,장범준,락 / 가요,카카오엔터테인먼트,㈜버스커버스커,2019.03.21
94,20190401,flex (Prod. by 기리보이),95,Dingo X Indigo Music,기리보이 & Kid Milli & NO:EL & 스윙스,랩/힙합 / 가요,카카오엔터테인먼트,"인디고뮤직, 딩고뮤직",2018.07.31
95,20190401,내가 날 모르는 것처럼 (Feat. 카더가든),96,Our love is great,백예린 (Yerin Baek),R&B/소울 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.03.18
