,title,artist,album,genre,publisher,agency,pub_date,listeners,streams
202,I Wish...,메이비 (MayBee),A Letter From Abell1689,발라드 / 가요,지니뮤직,플럭서스뮤직,2006.03.30,92517,654064
203,I Swear,씨스타 (Sistar),Special Album 'SWEET & SOUR',댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2014.08.26,1255178,15572069
204,고백,장나라,First Story,발라드 / 가요,(주)비씨에스뮤직,(주)내츄럴나인,2001.06.01,468333,3112501
205,연애시대 (Feat. Ra.D / Nar. 한효주),이승기,연애시대,발라드 / 가요,(주)후크엔터테인먼트,(주)후크엔터테인먼트,2011.10.14,450077,3410016
206,Diva,애프터스쿨 (After School),Diva,전체 / 가요,,"플레디스 엔터테인먼트, 카카오엔터테인먼트",2009.04.09,682205,4965626
207,랄랄라 (Feat. 소야),마이티 마우스 (Mighty Mouth),랄랄라,랩/힙합 / 가요,카카오엔터테인먼트,원오원엔터테인먼트,2011.06.29,534172,5661292
208,전원일기 (田園日記) (Feat. 이단옆차기 & 태운),티아라 N4,전원일기,댄스 / 가요,㈜인터파크,㈜인터파크,2013.04.29,142917,1176981
209,통화중,소방차,일급비밀,전체 / 가요,RIAK,,1988.01.01,35999,144523
210,사랑일뿐야,김민우,1집 사랑일뿐야,전체 / 가요,오감엔터테인먼트,,1990.01.01,286871,1982428
211,그리워하다,비투비,Brother Act.,발라드 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2017.10.16,2316452,67217157
212,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",양요섭 & 정은지,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",댄스 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2021.03.05,1480531,25562041
213,UN Village,백현 (BAEKHYUN),City Lights - The 1st Mini Album,R&B/소울 / 가요,Dreamus,SM ENTERTAINMENT,2019.07.10,786793,20270551
214,그대 슬픔까지 사랑해,심신,오직 하나뿐인 그대,전체 / 가요,RIAK,아트랩,1990.01.01,53540,292262
215,백설공주를 사랑한 난장이,더 크로스 (The Cross),Rush,락 / 가요,3.14,GF Entertainment,2005.05.31,205075,2346434
216,있다 없으니까 (Gone Not Around Any Longer),씨스타19,있다 없으니까,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2013.01.31,505590,4587521
217,Happy Birthday,라디 (Ra. D),Realcollabo,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",리얼콜라보,2008.12.12,101717,695343
218,퇴근버스,이준호,퇴근버스,발라드 / 가요,(주)삼쩜일사,엘뮤직,2014.02.05,509581,11007923
219,아직 너의 시간에 살아,이수현,사이코지만 괜찮아 OST Part.4 (tvN 토일드라마),드라마 / OST,NHN벅스,모스트콘텐츠,2020.07.12,1347746,16610533
220,느낌이 좋아,헤일로 (HALO),Young Love,댄스 / 가요,㈜인터파크,하이스타엔터테인먼트,2015.12.03,26006,235047
221,눈물 (Feat. 유진 Of 더 씨야),리쌍 (Leessang),이단옆차기 프로젝트 Vol.02,랩/힙합 / 가요,카카오엔터테인먼트,더블킥엔터테인먼트,2013.01.25,1018132,13914359
222,이 밤의 끝,펀치 (Punch),이 밤의 끝,발라드 / 가요,Dreamus,FNC인베스트먼트,2018.05.31,753823,9922481
223,365일,알리 (ALi),After The Love Has Gone,발라드 / 가요,주식회사 이앤스토리뮤직,트로피엔터테인먼트,2009.10.08,713222,8589202
224,기억속의 먼 그대에게,박효신,Neo Classicism,R&B/소울 / 가요,NHN벅스,아이에스뮤직스,2005.06.03,671253,8323485
225,내 입술 따뜻한 커피처럼 (Feat. 이성경) (Prod. by 박근태),에디킴,내 입술 따뜻한 커피처럼,발라드 / 가요,"지니뮤직, Stone Music Entertainment",미스틱엔터테인먼트,2016.04.29,1158715,19583497
226,그 한마디 (바른연애 길잡이 X 이하이),이하이,그 한마디 (바른연애 길잡이 X 이하이),발라드 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2021.03.14,316726,3368373
227,목소리 (Feat. 개리 of 리쌍),백지영,GOOD BOY,댄스 / 가요,카카오엔터테인먼트,WS엔터테인먼트,2012.05.17,337505,2835662
228,너란 봄 (Feat. 하림),정은지,공간,블루스/포크 / 가요,카카오엔터테인먼트,플랜에이 엔터테인먼트,2017.04.10,887339,11725335
229,제자리 걸음,고유진 (플라워),걸음이 느린 아이 Part 2,발라드 / 가요,"지니뮤직, Stone Music Entertainment",엠박스 (Mbox ent),2016.07.21,62421,448304
230,19금 Rap Star,스윙스 (Swings),Rap Star,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",저스트뮤직,2014.10.06,67715,388362
231,1분 1초,지연,Never Ever,댄스 / 가요,㈜인터파크,㈜인터파크,2014.05.20,369901,3466001
232,진혼,야다 (Yada),Restructure,락 / 가요,주식회사 쿠킹뮤직,훈엔터테인먼트,2000.12.01,366660,3732497
233,아름답고도 아프구나,비투비,HOUR MOMENT,발라드 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2018.11.12,1497818,32209104
234,노래가 늘었어,에일리 (Ailee),노래가 늘었어,R&B/소울 / 가요,카카오엔터테인먼트,YMC엔터테인먼트㈜,2014.01.06,1424483,19371268
235,우유 (하니 SOLO),EXID,Eclipse,댄스 / 가요,Sony Music,바나나컬쳐,2017.04.10,42124,526526
236,날 그만 잊어요,거미 (Gummy),Its Different,R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2004.09.09,940298,11461666
237,어떤 설레임,라디 (Ra. D),연애조작단 : 시라노 OST Part 3 (tvN 드라마),드라마 / OST,지니뮤직,Stone Music Entertainment,2013.06.17,113266,828453
238,A Fool Moon Night,칵스 (THE KOXX),Enter,인디 / 가요,해피로봇 레코드,해피로봇레코드,2010.06.15,3090,23042
239,숙녀에게,변진섭,희망사항,전체 / 가요,RIAK,,1989.10.25,223176,2004115
240,나만 바라봐,태양,Hot (1st Mini Album),R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2008.05.22,638620,5299039
241,Ma Boy (마보이),씨스타19,Ma Boy,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2011.05.03,569886,4293696
242,Hello,소향,18 어게인 OST Part.2 (JTBC 월화드라마),드라마 / OST,카카오엔터테인먼트,"JTBC 스튜디오, 모스트콘텐츠",2020.09.28,116218,1429959
243,Good-night Kiss,전효성,TOP SECRET,댄스 / 가요,(주)래드컴,(주)RBW,2014.05.12,613806,7051772
244,Another Day,먼데이 키즈 (Monday Kiz) & 펀치 (Punch),호텔 델루나 OST Part.1 (tvN 토일드라마),드라마 / OST,Dreamus,냠냠엔터테인먼트,2019.07.14,1451060,21822261
245,Give It To Me,씨스타 (Sistar),Give It To Me,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2013.06.11,866080,9053725
246,아프다,지코 (ZICO) & 소진 (Sojin),가면 OST Part.2 (SBS 수목드라마),드라마 / OST,카카오엔터테인먼트,더블킥엔터테인먼트,2015.06.10,1158284,21900018
247,죽을 만큼 아파서 (Feat. 멜로우),Various Artists,블루브랜드 2집 Trauma Part. 2,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2010.06.24,1068098,14845708
248,우리 사랑 여기까지죠,혜령,2 - 아침보다 이른 이별,발라드 / 가요,RIAK,오픈월드엔터테인먼트,2004.10.15,71231,1004404
249,안되나요,Y.G Family,YG Family 10주년 기념 앨범,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2006.09.01,191710,1294668
250,연애할까요,황보,Lady In Black,전체 / 가요,㈜다날엔터테인먼트,13 Creative Unit,2007.03.03,719,5843
251,Something,걸스데이 (Girl's Day),걸스데이 미니앨범 3,댄스 / 가요,㈜인터파크,㈜인터파크,2014.01.03,1179766,15808272
252,썸데이 (원곡가수 김동희),Various Artists,'나는 가수다 2' 2012 가왕전 세미파이널,발라드 / 가요,주식회사 블렌딩,MBC (문화방송),2012.12.23,285226,4328930
253,SHAKE IT,씨스타 (Sistar),SHAKE IT,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2015.06.22,1639727,28751213
254,행복하지 말아요,엠씨더맥스 (M.C the MAX),Solitude Love…,락 / 가요,오감엔터테인먼트,(주)뮤직앤뉴,2004.11.19,1232937,18225543
255,사랑 범벅 (Feat. 챈슬러 of the channels),MC몽,SONG FOR YOU,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2015.03.02,865363,15875525
256,홀로 된다는 것,변진섭,홀로 된다는 것,전체 / 가요,RIAK,,1988.06.15,170257,1117898
257,좋다,데이브레이크 (DAYBREAK),New Day,인디 / 가요,해피로봇 레코드,해피로봇레코드,2010.01.19,468090,4473366
258,에너지 (Feat. 선예),마이티 마우스 (Mighty Mouth),Energy,랩/힙합 / 가요,뮤직앤뉴,원오원엔터테인먼트,2008.06.16,607370,3849468
259,반지하나,혜령,하늘아래…그리움…,R&B/소울 / 가요,RIAK,오픈월드엔터테인먼트,2007.02.20,158867,1705049
260,왜그래,김현철,Who Stepped on it,발라드 / 가요,RIAK,,1995.10.01,192428,1826185
261,Blue Rain,핑클 (Fin.K.L),Fine Killing Liberty,전체 / 가요,카카오엔터테인먼트,DSP 미디어,1998.05.01,413710,2876500
262,태양처럼,하현우 (국카스텐),태양처럼,발라드 / 가요,카카오엔터테인먼트,722STUDIO,2020.06.13,126913,1458126
263,HONEY BEE (Prod. by 박근태),루나 (LUNA) & 하니 (EXID) & 솔라 (마마무),HONEY BEE,댄스 / 가요,(주)삼쩜일사,"미스틱엔터테인먼트, (주)SM엔터테인먼트, 바나나컬쳐, (주)RBW",2017.01.19,166035,1224526
264,넌 또 다른 나,이승철,청연 OST,한국영화 / OST,NHN벅스,진앤원뮤직웍스,2005.12.20,61270,332748
265,19금 No Mercy,스윙스 (Swings),Swings #1 Mixtape Vol.II,랩/힙합 / 가요,NHN벅스,브랜뉴뮤직 (Brand New Music),2013.02.27,87495,1306430
266,당신을 위하여,더 크로스 (The Cross),Melody Quus,락 / 가요,오감엔터테인먼트,,2003.08.01,473176,6620331
267,19금 때려박는 랩 (Bonus Track) (Battlecry),매드 클라운 (Mad Clown),Piece Of Mine,랩/힙합 / 가요,카카오엔터테인먼트,(주)스타쉽 엑스,2015.01.09,171649,2039450
268,양화대교,Zion.T,양화대교,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",아메바컬쳐,2014.09.22,1549737,29264491
269,늪,조관우,My First Story,발라드 / 가요,주식회사 이앤스토리뮤직,실미디어,1994.10.01,227063,1414764
270,좋은 이별이 있을 리가 없잖아 (Feat. 조현아 of 어반자카파),MC몽,FLOWER 9,랩/힙합 / 가요,카카오엔터테인먼트,(주)밀리언마켓,2021.03.02,908632,10037935
271,추억속의 그대,이승기,여행을 떠나요 (1박2일),댄스 / 가요,(주)후크엔터테인먼트,(주)후크엔터테인먼트,2008.05.19,308056,2272646
272,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.12.22,1718144,28117286
273,두근두근,Various Artists,프로듀사 OST (KBS 금토드라마),드라마 / OST,㈜다날엔터테인먼트,주식회사 로이,2015.05.23,460381,4951736
274,들었다 놨다,데이브레이크 (DAYBREAK),Aurora,락 / 가요,해피로봇 레코드,해피로봇레코드,2010.08.05,362920,3251326
275,D.I.S.C.O (Feat. TOP),엄정화,D.I.S.C.O,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2008.07.01,546100,2875648
276,My Way,이수 (엠씨더맥스),돈꽃 OST PART.1 (MBC 주말드라마),드라마 / OST,NHN벅스,"윈드밀이엔티, 뮤직버디",2017.11.11,2411423,57997143
277,음 (Mmmh),카이 (KAI),KAI - The 1st Mini Album,R&B/소울 / 가요,Dreamus,SM ENTERTAINMENT,2020.11.30,148912,7363555
278,다시 와주라,바이브,Vibe In Praha,발라드 / 가요,뮤직앤뉴,태일런스미디어,2010.05.13,722277,7422598
279,"안녕, 오늘의 그대에게",임한별,"안녕, 오늘의 그대에게",발라드 / 가요,카카오엔터테인먼트,"플렉스엠, 니즈뮤직",2020.03.26,592420,9168793
280,미안해요 (Feat. T.O.P) (거미) (MR),SingerTech (싱어텍),SingerTech MR 2013 - Vol.17,전체 / 가요,주식회사 이앤스토리뮤직,Singertech,2013.06.14,229,730
281,너에게 약속하는 7가지,테이 & 간미연,인사(人事) - 연·애·별(緣·愛·別),발라드 / 가요,RIAK,오픈월드엔터테인먼트,2009.11.17,69105,578930
282,꽃 (Feat. Justhis) (Flowers),매드 클라운 (Mad Clown),Piece Of Mine,랩/힙합 / 가요,카카오엔터테인먼트,(주)스타쉽 엑스,2015.01.09,115642,994314
283,꿈(夢),송가인,몽(夢),트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2020.12.26,24318,571403
284,정신이 나갔었나봐,이승기,정신이 나갔었나봐,드라마 / OST,(주)후크엔터테인먼트,(주)후크엔터테인먼트,2010.08.04,401865,2254067
285,미스터리 (Feat. San E),박지윤,미스터 (Mr.),댄스 / 가요,(주)삼쩜일사,㈜미스틱89 (MYSTIC89),2013.10.21,567352,5547700
286,열두 시가 되면,가인,열두 시가 되면,댄스 / 가요,(주)삼쩜일사,"에이팝엔터테인먼트, 미스틱엔터테인먼트",2015.12.22,342681,4946361
287,Please,플라워 (Flower),Flower Tunes,락 / 가요,3.14,EM컴퍼니,2010.06.03,305692,2843361
288,소원,김현성,소원,발라드 / 가요,㈜인터파크,㈜인터파크,1998.01.01,231371,1489261
289,나를 슬프게 하는 사람들,김경호,Kim:Kyungho 1997,락 / 가요,뮤직앤뉴,웰메이드예당,1997.06.01,668538,5774810
290,2012 김밥 (Ukulele Ver.),자두,Restoration,발라드 / 가요,주식회사 카이오스,제이아미엔터테인먼트,2012.03.22,11985,49528
291,Blue Eyes,쿨 (COOL),Very Best Album Of Cool 1994~2003,댄스 / 가요,지니뮤직,쿨(COOL),2004.04.19,82049,627132
292,흑백사진 (2021) (바른연애 길잡이 X KCM),KCM,흑백사진 (2021) (바른연애 길잡이 X KCM),발라드 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2021.02.06,328774,2635321
293,슬픈 다짐,야다 (Yada),Aquamarine,락 / 가요,,카카오엔터테인먼트,2003.03.01,294231,2225506
294,짧은 치마 (Miniskirt),AOA,짧은 치마,댄스 / 가요,카카오엔터테인먼트,FNC엔터테인먼트,2014.01.16,1331724,18537483
295,가시리,버블 시스터즈 (Bubble Sisters),가시리,발라드 / 가요,㈜다날엔터테인먼트,101doors,2010.02.05,27095,306151
296,난 예술이야,헬로비너스 (HELLOVENUS),Hellovenus 5th Mini Album 난 예술이야,댄스 / 가요,㈜인터파크,판타지오뮤직,2015.07.22,186981,2148987
297,바람꽃,이선희,푸른 바다의 전설 OST Part.6 (SBS 수목드라마),드라마 / OST,카카오엔터테인먼트,젤리피쉬 엔터테인먼트,2016.12.15,369738,3597899
298,링마벨 (Ring My Bell),걸스데이 (Girl's Day),Girl's Day Love Second Album,댄스 / 가요,㈜인터파크,㈜인터파크,2015.07.07,929084,12226564
299,사랑은 다 이러니,홍진영,사랑은 다 이러니,발라드 / 가요,카카오엔터테인먼트,뮤직K,2019.01.04,400923,5242736
300,Bubble Love,Various Artists,조영수 All Star 2.5,발라드 / 가요,지니뮤직,넥스타 엔터테인먼트,2010.03.04,682371,8631026
301,Perhaps Love (사랑인가요) (Prod. by 박근태),에릭남 (Eric Nam) & CHEEZE (치즈),Your BGM Vol.1,발라드 / 가요,3.14,스페이스오디티,2017.09.29,1570317,26387357
302,오빠만 믿어,박현빈,오빠만 믿어 (Single),트로트 / 가요,NHN벅스,인우프로덕션,2007.08.01,65223,518867
303,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2014.11.03,649849,11858441
304,서커스 (Feat. 임유경 - 달래 음악단 & ＄Howgun),MC몽,Show's Just Begun,랩/힙합 / 가요,NHN벅스,SCM엔터테인먼트,2008.04.17,548795,4148135
305,4시 44분 (Feat. 휘인 of 마마무),박봄 (Park Bom),re:BLUE ROSE,R&B/소울 / 가요,3.14,디네이션,2019.05.02,295526,3121179
306,추억 사랑만큼 (Feat. 강현정 Of Bubble Sisters),브라운 아이드 소울 (Brown Eyed Soul),"The Wind,The Sea,The Rain",R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",갑엔터테인먼트,2007.10.30,187441,1845403
307,그게 좋은거야 (Time with you),규현 (KYUHYUN),그게 좋은거야 (Time with you),발라드 / 가요,Dreamus,"SM ENTERTAINMENT, Label SJ",2019.05.14,333581,3119804
308,라일락이 질때,이선희,사랑아...,전체 / 가요,(주)후크엔터테인먼트,(주)후크엔터테인먼트,2009.02.25,200164,1575273
309,남잔 다 그래,이우상,One Fine Day,전체 / 가요,다날,(주)골든썸 (GOLDENTHUMB),2009.03.11,27236,655201
310,애모,김수희,김수희 어제와 오늘 (Super Hit 38),트로트 / 가요,오감엔터테인먼트,스타원엔터테인먼트,2003.11.28,144976,905620
311,Starry Night,MOMOLAND (모모랜드),Starry Night,댄스 / 가요,카카오엔터테인먼트,"(주)엠엘디엔터테인먼트, 카카오엔터테인먼트",2020.06.11,29189,169468
312,사랑해 (Feat. 윤은혜),마이티 마우스 (Mighty Mouth),사랑해,랩/힙합 / 가요,뮤직앤뉴,원오원엔터테인먼트,2008.03.03,399077,2527786
313,다시 쓰고 싶어,에일리 (Ailee),이런 꽃 같은 엔딩 OST Part. 3 (플레이리스트 웹드라마),드라마 / OST,3.14,스페이스오디티,2018.02.09,543369,5833765
314,하루의 끝에,V.O.S,제빵왕 김탁구 OST Part.1 (KBS 수목드라마),드라마 / OST,카카오엔터테인먼트,풍년아트콘텐츠,2010.06.11,24768,154866
315,Feeling (Feat. PENOMECO),정세운,PLUS MINUS ZERO,발라드 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2019.03.19,94755,1828934
316,부끄럼,Various Artists,bright #4,인디 / 가요,해피로봇 레코드,해피로봇레코드,2015.10.07,569325,8187436
317,질투나,Various Artists,더 콜 (The Call) 세 번째 프로젝트,전체 / 가요,지니뮤직,Stone Music Entertainment,2018.06.09,322520,3673780
318,동화,멜로망스 (MeloMance),The Fairy Tale,인디 / 가요,카카오엔터테인먼트,"민트페이퍼, 광합성",2018.07.03,1988209,38101461
319,울어,V.O.S,Routine Free,발라드 / 가요,지니뮤직,스타제국,2009.05.27,486237,8749136
320,두근두근 (Feat. 길미),김종민,두근두근,발라드 / 가요,지니뮤직,김종민,2012.05.11,8872,116581
321,꿈(夢),송가인,몽(夢),트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2020.12.26,24318,571408
322,가지마,환희,빠담빠담 OST Part.3 (JTBC 월화드라마),드라마 / OST,뮤직앤뉴,더그루브엔터테인먼트 (더그루브컴퍼니),2012.01.16,45038,544154
323,지우개,알리 (ALi),지우개,발라드 / 가요,카카오엔터테인먼트,예당 컴퍼니,2013.01.30,726581,9351534
324,Paradise,효린,IT'S ME,R&B/소울 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2016.11.08,130354,954022
325,첫 눈 그리고 첫 키스,드라마 (달마시안) with 요섭 (비스트),첫 눈 그리고 첫 키스 (Digital Single),발라드 / 가요,"지니뮤직, Stone Music Entertainment",IS엔터테인먼트,2010.11.29,154123,1041780
326,투명 우산 (Don't Let Me Go),SHINee (샤이니),1 of 1 - The 5th Album,댄스 / 가요,Dreamus,SM ENTERTAINMENT,2016.10.05,335278,5218909
327,체념 後(후),빅마마 (Big Mama),It's Unique,R&B/소울 / 가요,YG PLUS,,2005.05.18,333649,2864618
328,바보에게...바보가,박명수,바보에게...바보가,발라드 / 가요,퍼플파인 엔터테인먼트,㈜아쿠아그로,2008.04.04,461998,5329754
329,사랑이라 쓰고 아픔이라 부른다,서인영,Lov-Elly (EP),발라드 / 가요,지니뮤직,스타제국,2010.06.01,441403,4943809
330,만약에 말야 (전우성 Solo),노을,TIME FOR LOVE,발라드 / 가요,카카오엔터테인먼트,아이티엠엔터테인먼트,2012.11.06,885330,11338925
331,긴 생머리 그녀 (Miss Right),틴 탑 (Teen Top),No.1,댄스 / 가요,카카오엔터테인먼트,㈜티오피미디어,2013.02.25,542882,4361531
332,쎈언니,제시,쎈언니,랩/힙합 / 가요,NHN벅스,YMC엔터테인먼트㈜,2015.09.15,461652,5032181
333,Pretty,IZ*ONE (아이즈원),Oneiric Diary (幻想日記),댄스 / 가요,"지니뮤직, Stone Music Entertainment","OFF THE RECORD Entertainment, SWING Entertainment",2020.06.15,109312,1411443
334,약속,김범수,A Promise..,발라드 / 가요,(주)비씨에스뮤직,Team Entertainment,1999.04.01,204230,1730490
335,어쩌다,브라운아이드걸스,My Style,댄스 / 가요,뮤직앤뉴,내가네트워크,2008.09.10,799978,7139264
336,Lonely,2NE1,Lonely,발라드 / 가요,YG PLUS,(주)YG엔터테인먼트,2011.05.12,1078277,10505876
337,동네술집,허각 & 정인,동네술집,발라드 / 가요,카카오엔터테인먼트,"에이큐브 엔터테인먼트, 더블킥엔터테인먼트",2015.05.22,798051,9919162
338,와줘..,SE7EN,Just Listen...,R&B/소울 / 가요,YG PLUS,,2003.03.08,506583,3551790
339,나의 모든 날,김세정,사랑의 불시착 OST Part 8 (tvN 토일 드라마),드라마 / OST,지니뮤직,Stone Music Entertainment,2020.02.01,744915,7865848
340,일년을 하루같이,Various Artists,쩐의 전쟁 OST 1.5집,드라마 / OST,뮤직앤뉴,(주)뮤직앤뉴,2007.06.14,187942,1999837
341,나혼자 (Alone),씨스타 (Sistar),ALONE,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2012.04.12,805097,7393344
342,뒷모습이 참 예뻤구나 (At close),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',발라드 / 가요,Dreamus,SM ENTERTAINMENT,2014.11.13,332239,2713690
343,얼음꽃,에일리 (Ailee),야왕 OST Part.2 (SBS 월화드라마),드라마 / OST,카카오엔터테인먼트,제이엔제이엔터테인먼트,2013.01.28,633805,6088926
344,하늘색 풍선,지오디 (god),Chapter 3,발라드 / 가요,,신나라뮤직,2000.11.01,419347,2969517
345,목격자,박지윤,미스터 (Mr.),댄스 / 가요,(주)삼쩜일사,㈜미스틱89 (MYSTIC89),2013.10.21,39882,248737
346,Because I Love You,거미 (Gummy),엽기적인 그녀 OST Part.3 (SBS 월화드라마),드라마 / OST,(주)삼쩜일사,㈜래몽래인,2017.06.19,107799,558032
347,반짝반짝,걸스데이 (Girl's Day),Girl's Day Party #3,댄스 / 가요,㈜인터파크,㈜인터파크,2011.03.18,617660,4712570
348,첫째 날 (With 나얼),에코브릿지 (Eco bridge),Fall-Ache,발라드 / 가요,지니뮤직,인넥스트트렌드,2010.10.21,286231,4199438
349,잘 살고 있다,V.O.S,잘 살고 있다,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.12.02,851710,15251769
350,無恨之愛 (무한지애),김정민,Change,발라드 / 가요,뮤직앤뉴,다해이엔티,1996.10.01,204117,1868597
351,못된 여자 Ⅱ (With 서인영),원투 (One Two),못된 여자 Ⅱ (Digital Single),발라드 / 가요,지니뮤직,Stone Music Entertainment,2009.10.23,415723,4858728
352,나와 같다면 (김장훈),Various Artists,'서바이벌 나는 가수다' 경연3-2. 네티즌 추천곡,발라드 / 가요,주식회사 블렌딩,MBC (문화방송),2011.05.22,407401,3904950
353,Amen,몬스타엑스,RUSH,랩/힙합 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2015.09.07,28953,316560
354,너에겐 이별 나에겐 기다림,Various Artists,성균관 스캔들 OST (KBS 월화드라마),드라마 / OST,(주)삼쩜일사,㈜래몽래인,2010.09.16,37129,307663
355,얼쑤,윙크,얼쑤,트로트 / 가요,NHN벅스,인우프로덕션,2010.02.02,132096,1303686
356,난 네게 (Acoustik RMX) (Feat. Inbar),라디 (Ra. D),RealCollabo＋RMX,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",리얼콜라보,2009.07.15,52211,340641
357,혼자만 하는 사랑,거미 (Gummy),For The Bloom,R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2005.08.25,675564,6467563
358,I'm In Love (Piano RMX),라디 (Ra. D),RealCollabo＋RMX,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",리얼콜라보,2009.07.15,606119,7454902
359,애인만들기,Various Artists,꽃보다 남자 OST Part.2,드라마 / OST,미러볼뮤직,다해이엔티,2009.03.16,196744,2483569
360,어머니의 된장국 (Feat. Ra.D),다이나믹 듀오,4집 Last Days : 최후의 날,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",아메바컬쳐,2008.08.11,180281,1390223
361,마주보며 서 있어,인피니트 (Infinite),Reality,댄스 / 가요,카카오엔터테인먼트,울림엔터테인먼트,2015.07.13,86396,1184628
362,TONIGHT,BIGBANG,빅뱅 미니앨범 4집,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2011.02.24,761915,6187787
363,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,랩/힙합 / 가요,Dreamus,(주)밀리언마켓,2019.10.25,1360307,17988333
364,예쁜 나이 25살,송지은,25 (스물 다섯),댄스 / 가요,(주)래드컴,(주)RBW,2014.10.14,398178,4182447
365,오빠는 풍각쟁이,Various Artists,트롯 전국체전 PART.9,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.02.07,9718,77833
366,LOVE IS YOU,케이윌 & 씨스타 & 정기고 & 매드클라운 & 보이프렌드 & 주영,STARSHIP PLANET 2014 (스타쉽플래닛),댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2014.12.04,397997,3549026
367,문자 (Feat. 백지영),마리오 (Mario),문자,랩/힙합 / 가요,카카오엔터테인먼트,에이큐브 엔터테인먼트,2012.02.03,87132,772452
368,만만하니,유키스 (U-KISS),Conti Ukiss,댄스 / 가요,다날,(주)앤에이취이엠쥐,2009.11.06,453914,2547207
369,취향저격,iKON,WELCOME BACK,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2015.11.16,1438675,28849739
370,휴식같은 친구,김민우,1집 사랑일뿐야,전체 / 가요,오감엔터테인먼트,,1990.01.01,42463,300612
371,비가 내리는 날에는,윤하 (YOUNHA),STABLE MINDSET,발라드 / 가요,카카오엔터테인먼트,C9엔터테인먼트(얼라이브),2019.07.02,1714640,29634832
372,러브119 (Feat. MC몽),케이윌 (K.Will),눈물이 뚝뚝,발라드 / 가요,,스타쉽 엔터테인먼트,2009.03.31,294967,1997496
373,스토커 (Feat. 매드클라운) (Stalker),효린,LOVE&HATE,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2013.11.26,266237,2669628
374,마주치지 말자 (Let’s not…),SUPER JUNIOR (슈퍼주니어),"The 3rd Album '쏘리 쏘리(SORRY, SORRY)'",댄스 / 가요,Dreamus,SM ENTERTAINMENT,2009.03.09,28968,355483
375,Good Boy (Feat. 용준형 of 비스트),백지영,GOOD BOY,댄스 / 가요,카카오엔터테인먼트,WS엔터테인먼트,2012.05.17,194223,1129128
376,좋은 사람 만나요 (Feat. 환희),메이비 (MayBee),A Letter From Abell1689,발라드 / 가요,지니뮤직,플럭서스뮤직,2006.03.30,27545,153629
377,이 별,길구봉구,Star,발라드 / 가요,지니뮤직,(주)뮤직웍스,2017.09.18,2385623,58452500
378,미쳤어 (Feat. 에릭),손담비,손담비 Mini Album vol. 2,전체 / 가요,카카오엔터테인먼트,플레디스 엔터테인먼트,2008.09.18,542717,3443193
